time;V(/BIT_0);V(/BIT_1);V(/BIT_2);V(/Shaped_Out);
5.68044e-05;0;0;0;-2.61878e-06;
5.68144e-05;0;0;0;-2.61826e-06;
5.68244e-05;0;0;0;-2.61773e-06;
5.68344e-05;0;0;0;-2.61721e-06;
5.68444e-05;0;0;0;-2.61668e-06;
5.68544e-05;0;0;0;-2.61616e-06;
5.68644e-05;0;0;0;-2.61564e-06;
5.68744e-05;0;0;0;-2.61511e-06;
5.68844e-05;0;0;0;-2.61459e-06;
5.68944e-05;0;0;0;-2.61407e-06;
5.69044e-05;0;0;0;-2.61355e-06;
5.69144e-05;0;0;0;-2.61302e-06;
5.69244e-05;0;0;0;-2.6125e-06;
5.69344e-05;0;0;0;-2.61198e-06;
5.69444e-05;0;0;0;-2.61145e-06;
5.69544e-05;0;0;0;-2.61093e-06;
5.69644e-05;0;0;0;-2.61041e-06;
5.69744e-05;0;0;0;-2.60989e-06;
5.69844e-05;0;0;0;-2.60937e-06;
5.69944e-05;0;0;0;-2.60884e-06;
5.70044e-05;0;0;0;-2.60832e-06;
5.70144e-05;0;0;0;-2.6078e-06;
5.70244e-05;0;0;0;-2.60728e-06;
5.70344e-05;0;0;0;-2.60676e-06;
5.70444e-05;0;0;0;-2.60623e-06;
5.70544e-05;0;0;0;-2.60571e-06;
5.70644e-05;0;0;0;-2.60519e-06;
5.70744e-05;0;0;0;-2.60467e-06;
5.70844e-05;0;0;0;-2.60415e-06;
5.70944e-05;0;0;0;-2.60363e-06;
5.71044e-05;0;0;0;-2.60311e-06;
5.71144e-05;0;0;0;-2.60259e-06;
5.71244e-05;0;0;0;-2.60207e-06;
5.71344e-05;0;0;0;-2.60155e-06;
5.71444e-05;0;0;0;-2.60103e-06;
5.71544e-05;0;0;0;-2.60051e-06;
5.71644e-05;0;0;0;-2.59998e-06;
5.71744e-05;0;0;0;-2.59946e-06;
5.71844e-05;0;0;0;-2.59894e-06;
5.71944e-05;0;0;0;-2.59842e-06;
5.72044e-05;0;0;0;-2.5979e-06;
5.72144e-05;0;0;0;-2.59739e-06;
5.72244e-05;0;0;0;-2.59687e-06;
5.72344e-05;0;0;0;-2.59635e-06;
5.72444e-05;0;0;0;-2.59583e-06;
5.72544e-05;0;0;0;-2.59531e-06;
5.72644e-05;0;0;0;-2.59479e-06;
5.72744e-05;0;0;0;-2.59427e-06;
5.72844e-05;0;0;0;-2.59375e-06;
5.72944e-05;0;0;0;-2.59323e-06;
5.73044e-05;0;0;0;-2.59271e-06;
5.73144e-05;0;0;0;-2.59219e-06;
5.73244e-05;0;0;0;-2.59167e-06;
5.73344e-05;0;0;0;-2.59116e-06;
5.73444e-05;0;0;0;-2.59064e-06;
5.73544e-05;0;0;0;-2.59012e-06;
5.73644e-05;0;0;0;-2.5896e-06;
5.73744e-05;0;0;0;-2.58908e-06;
5.73844e-05;0;0;0;-2.58857e-06;
5.73944e-05;0;0;0;-2.58805e-06;
5.74044e-05;0;0;0;-2.58753e-06;
5.74144e-05;0;0;0;-2.58701e-06;
5.74244e-05;0;0;0;-2.58649e-06;
5.74344e-05;0;0;0;-2.58598e-06;
5.74444e-05;0;0;0;-2.58546e-06;
5.74544e-05;0;0;0;-2.58494e-06;
5.74644e-05;0;0;0;-2.58443e-06;
5.74744e-05;0;0;0;-2.58391e-06;
5.74844e-05;0;0;0;-2.58339e-06;
5.74944e-05;0;0;0;-2.58287e-06;
5.75044e-05;0;0;0;-2.58236e-06;
5.75144e-05;0;0;0;-2.58184e-06;
5.75244e-05;0;0;0;-2.58132e-06;
5.75344e-05;0;0;0;-2.58081e-06;
5.75444e-05;0;0;0;-2.58029e-06;
5.75544e-05;0;0;0;-2.57978e-06;
5.75644e-05;0;0;0;-2.57926e-06;
5.75744e-05;0;0;0;-2.57874e-06;
5.75844e-05;0;0;0;-2.57823e-06;
5.75944e-05;0;0;0;-2.57771e-06;
5.76044e-05;0;0;0;-2.5772e-06;
5.76144e-05;0;0;0;-2.57668e-06;
5.76244e-05;0;0;0;-2.57617e-06;
5.76344e-05;0;0;0;-2.57565e-06;
5.76444e-05;0;0;0;-2.57513e-06;
5.76544e-05;0;0;0;-2.57462e-06;
5.76644e-05;0;0;0;-2.5741e-06;
5.76744e-05;0;0;0;-2.57359e-06;
5.76844e-05;0;0;0;-2.57307e-06;
5.76944e-05;0;0;0;-2.57256e-06;
5.77044e-05;0;0;0;-2.57204e-06;
5.77144e-05;0;0;0;-2.57153e-06;
5.77244e-05;0;0;0;-2.57102e-06;
5.77344e-05;0;0;0;-2.5705e-06;
5.77444e-05;0;0;0;-2.56999e-06;
5.77544e-05;0;0;0;-2.56947e-06;
5.77644e-05;0;0;0;-2.56896e-06;
5.77744e-05;0;0;0;-2.56845e-06;
5.77844e-05;0;0;0;-2.56793e-06;
5.77944e-05;0;0;0;-2.56742e-06;
5.78044e-05;0;0;0;-2.5669e-06;
5.78144e-05;0;0;0;-2.56639e-06;
5.78244e-05;0;0;0;-2.56588e-06;
5.78344e-05;0;0;0;-2.56536e-06;
5.78444e-05;0;0;0;-2.56485e-06;
5.78544e-05;0;0;0;-2.56434e-06;
5.78644e-05;0;0;0;-2.56382e-06;
5.78744e-05;0;0;0;-2.56331e-06;
5.78844e-05;0;0;0;-2.5628e-06;
5.78944e-05;0;0;0;-2.56229e-06;
5.79044e-05;0;0;0;-2.56177e-06;
5.79144e-05;0;0;0;-2.56126e-06;
5.79244e-05;0;0;0;-2.56075e-06;
5.79344e-05;0;0;0;-2.56024e-06;
5.79444e-05;0;0;0;-2.55972e-06;
5.79544e-05;0;0;0;-2.55921e-06;
5.79644e-05;0;0;0;-2.5587e-06;
5.79744e-05;0;0;0;-2.55819e-06;
5.79844e-05;0;0;0;-2.55768e-06;
5.79944e-05;0;0;0;-2.55716e-06;
5.80044e-05;0;0;0;-2.55665e-06;
5.80144e-05;0;0;0;-2.55614e-06;
5.80244e-05;0;0;0;-2.55563e-06;
5.80344e-05;0;0;0;-2.55512e-06;
5.80444e-05;0;0;0;-2.55461e-06;
5.80544e-05;0;0;0;-2.5541e-06;
5.80644e-05;0;0;0;-2.55359e-06;
5.80744e-05;0;0;0;-2.55307e-06;
5.80844e-05;0;0;0;-2.55256e-06;
5.80944e-05;0;0;0;-2.55205e-06;
5.81044e-05;0;0;0;-2.55154e-06;
5.81144e-05;0;0;0;-2.55103e-06;
5.81244e-05;0;0;0;-2.55052e-06;
5.81344e-05;0;0;0;-2.55001e-06;
5.81444e-05;0;0;0;-2.5495e-06;
5.81544e-05;0;0;0;-2.54899e-06;
5.81644e-05;0;0;0;-2.54848e-06;
5.81744e-05;0;0;0;-2.54797e-06;
5.81844e-05;0;0;0;-2.54746e-06;
5.81944e-05;0;0;0;-2.54695e-06;
5.82044e-05;0;0;0;-2.54644e-06;
5.82144e-05;0;0;0;-2.54593e-06;
5.82244e-05;0;0;0;-2.54542e-06;
5.82344e-05;0;0;0;-2.54491e-06;
5.82444e-05;0;0;0;-2.54441e-06;
5.82544e-05;0;0;0;-2.5439e-06;
5.82644e-05;0;0;0;-2.54339e-06;
5.82744e-05;0;0;0;-2.54288e-06;
5.82844e-05;0;0;0;-2.54237e-06;
5.82944e-05;0;0;0;-2.54186e-06;
5.83044e-05;0;0;0;-2.54135e-06;
5.83144e-05;0;0;0;-2.54084e-06;
5.83244e-05;0;0;0;-2.54034e-06;
5.83344e-05;0;0;0;-2.53983e-06;
5.83444e-05;0;0;0;-2.53932e-06;
5.83544e-05;0;0;0;-2.53881e-06;
5.83644e-05;0;0;0;-2.5383e-06;
5.83744e-05;0;0;0;-2.5378e-06;
5.83844e-05;0;0;0;-2.53729e-06;
5.83944e-05;0;0;0;-2.53678e-06;
5.84044e-05;0;0;0;-2.53627e-06;
5.84144e-05;0;0;0;-2.53577e-06;
5.84244e-05;0;0;0;-2.53526e-06;
5.84344e-05;0;0;0;-2.53475e-06;
5.84444e-05;0;0;0;-2.53424e-06;
5.84544e-05;0;0;0;-2.53374e-06;
5.84644e-05;0;0;0;-2.53323e-06;
5.84744e-05;0;0;0;-2.53272e-06;
5.84844e-05;0;0;0;-2.53222e-06;
5.84944e-05;0;0;0;-2.53171e-06;
5.85044e-05;0;0;0;-2.5312e-06;
5.85144e-05;0;0;0;-2.5307e-06;
5.85244e-05;0;0;0;-2.53019e-06;
5.85344e-05;0;0;0;-2.52968e-06;
5.85444e-05;0;0;0;-2.52918e-06;
5.85544e-05;0;0;0;-2.52867e-06;
5.85644e-05;0;0;0;-2.52817e-06;
5.85744e-05;0;0;0;-2.52766e-06;
5.85844e-05;0;0;0;-2.52716e-06;
5.85944e-05;0;0;0;-2.52665e-06;
5.86044e-05;0;0;0;-2.52614e-06;
5.86144e-05;0;0;0;-2.52564e-06;
5.86244e-05;0;0;0;-2.52513e-06;
5.86344e-05;0;0;0;-2.52463e-06;
5.86444e-05;0;0;0;-2.52412e-06;
5.86544e-05;0;0;0;-2.52362e-06;
5.86644e-05;0;0;0;-2.52311e-06;
5.86744e-05;0;0;0;-2.52261e-06;
5.86844e-05;0;0;0;-2.5221e-06;
5.86944e-05;0;0;0;-2.5216e-06;
5.87044e-05;0;0;0;-2.5211e-06;
5.87144e-05;0;0;0;-2.52059e-06;
5.87244e-05;0;0;0;-2.52009e-06;
5.87344e-05;0;0;0;-2.51958e-06;
5.87444e-05;0;0;0;-2.51908e-06;
5.87544e-05;0;0;0;-2.51857e-06;
5.87644e-05;0;0;0;-2.51807e-06;
5.87744e-05;0;0;0;-2.51757e-06;
5.87844e-05;0;0;0;-2.51706e-06;
5.87944e-05;0;0;0;-2.51656e-06;
5.88044e-05;0;0;0;-2.51606e-06;
5.88144e-05;0;0;0;-2.51555e-06;
5.88244e-05;0;0;0;-2.51505e-06;
5.88344e-05;0;0;0;-2.51455e-06;
5.88444e-05;0;0;0;-2.51404e-06;
5.88544e-05;0;0;0;-2.51354e-06;
5.88644e-05;0;0;0;-2.51304e-06;
5.88744e-05;0;0;0;-2.51253e-06;
5.88844e-05;0;0;0;-2.51203e-06;
5.88944e-05;0;0;0;-2.51153e-06;
5.89044e-05;0;0;0;-2.51103e-06;
5.89144e-05;0;0;0;-2.51052e-06;
5.89244e-05;0;0;0;-2.51002e-06;
5.89344e-05;0;0;0;-2.50952e-06;
5.89444e-05;0;0;0;-2.50902e-06;
5.89544e-05;0;0;0;-2.50852e-06;
5.89644e-05;0;0;0;-2.50801e-06;
5.89744e-05;0;0;0;-2.50751e-06;
5.89844e-05;0;0;0;-2.50701e-06;
5.89944e-05;0;0;0;-2.50651e-06;
5.90044e-05;0;0;0;-2.50601e-06;
5.90144e-05;0;0;0;-2.50551e-06;
5.90244e-05;0;0;0;-2.50501e-06;
5.90344e-05;0;0;0;-2.5045e-06;
5.90444e-05;0;0;0;-2.504e-06;
5.90544e-05;0;0;0;-2.5035e-06;
5.90644e-05;0;0;0;-2.503e-06;
5.90744e-05;0;0;0;-2.5025e-06;
5.90844e-05;0;0;0;-2.502e-06;
5.90944e-05;0;0;0;-2.5015e-06;
5.91044e-05;0;0;0;-2.501e-06;
5.91144e-05;0;0;0;-2.5005e-06;
5.91244e-05;0;0;0;-2.5e-06;
5.91344e-05;0;0;0;-2.4995e-06;
5.91444e-05;0;0;0;-2.499e-06;
5.91544e-05;0;0;0;-2.4985e-06;
5.91644e-05;0;0;0;-2.498e-06;
5.91744e-05;0;0;0;-2.4975e-06;
5.91844e-05;0;0;0;-2.497e-06;
5.91944e-05;0;0;0;-2.4965e-06;
5.92044e-05;0;0;0;-2.496e-06;
5.92144e-05;0;0;0;-2.4955e-06;
5.92244e-05;0;0;0;-2.495e-06;
5.92344e-05;0;0;0;-2.4945e-06;
5.92444e-05;0;0;0;-2.494e-06;
5.92544e-05;0;0;0;-2.4935e-06;
5.92644e-05;0;0;0;-2.49301e-06;
5.92744e-05;0;0;0;-2.49251e-06;
5.92844e-05;0;0;0;-2.49201e-06;
5.92944e-05;0;0;0;-2.49151e-06;
5.93044e-05;0;0;0;-2.49101e-06;
5.93144e-05;0;0;0;-2.49051e-06;
5.93244e-05;0;0;0;-2.49001e-06;
5.93344e-05;0;0;0;-2.48952e-06;
5.93444e-05;0;0;0;-2.48902e-06;
5.93544e-05;0;0;0;-2.48852e-06;
5.93644e-05;0;0;0;-2.48802e-06;
5.93744e-05;0;0;0;-2.48752e-06;
5.93844e-05;0;0;0;-2.48703e-06;
5.93944e-05;0;0;0;-2.48653e-06;
5.94044e-05;0;0;0;-2.48603e-06;
5.94144e-05;0;0;0;-2.48553e-06;
5.94244e-05;0;0;0;-2.48504e-06;
5.94344e-05;0;0;0;-2.48454e-06;
5.94444e-05;0;0;0;-2.48404e-06;
5.94544e-05;0;0;0;-2.48355e-06;
5.94644e-05;0;0;0;-2.48305e-06;
5.94744e-05;0;0;0;-2.48255e-06;
5.94844e-05;0;0;0;-2.48206e-06;
5.94944e-05;0;0;0;-2.48156e-06;
5.95044e-05;0;0;0;-2.48106e-06;
5.95144e-05;0;0;0;-2.48057e-06;
5.95244e-05;0;0;0;-2.48007e-06;
5.95344e-05;0;0;0;-2.47957e-06;
5.95444e-05;0;0;0;-2.47908e-06;
5.95544e-05;0;0;0;-2.47858e-06;
5.95644e-05;0;0;0;-2.47809e-06;
5.95744e-05;0;0;0;-2.47759e-06;
5.95844e-05;0;0;0;-2.47709e-06;
5.95944e-05;0;0;0;-2.4766e-06;
5.96044e-05;0;0;0;-2.4761e-06;
5.96144e-05;0;0;0;-2.47561e-06;
5.96244e-05;0;0;0;-2.47511e-06;
5.96344e-05;0;0;0;-2.47462e-06;
5.96444e-05;0;0;0;-2.47412e-06;
5.96544e-05;0;0;0;-2.47363e-06;
5.96644e-05;0;0;0;-2.47313e-06;
5.96744e-05;0;0;0;-2.47264e-06;
5.96844e-05;0;0;0;-2.47214e-06;
5.96944e-05;0;0;0;-2.47165e-06;
5.97044e-05;0;0;0;-2.47115e-06;
5.97144e-05;0;0;0;-2.47066e-06;
5.97244e-05;0;0;0;-2.47017e-06;
5.97344e-05;0;0;0;-2.46967e-06;
5.97444e-05;0;0;0;-2.46918e-06;
5.97544e-05;0;0;0;-2.46868e-06;
5.97644e-05;0;0;0;-2.46819e-06;
5.97744e-05;0;0;0;-2.4677e-06;
5.97844e-05;0;0;0;-2.4672e-06;
5.97944e-05;0;0;0;-2.46671e-06;
5.98044e-05;0;0;0;-2.46622e-06;
5.98144e-05;0;0;0;-2.46572e-06;
5.98244e-05;0;0;0;-2.46523e-06;
5.98344e-05;0;0;0;-2.46474e-06;
5.98444e-05;0;0;0;-2.46424e-06;
5.98544e-05;0;0;0;-2.46375e-06;
5.98644e-05;0;0;0;-2.46326e-06;
5.98744e-05;0;0;0;-2.46276e-06;
5.98844e-05;0;0;0;-2.46227e-06;
5.98944e-05;0;0;0;-2.46178e-06;
5.99044e-05;0;0;0;-2.46129e-06;
5.99144e-05;0;0;0;-2.46079e-06;
5.99244e-05;0;0;0;-2.4603e-06;
5.99344e-05;0;0;0;-2.45981e-06;
5.99444e-05;0;0;0;-2.45932e-06;
5.99544e-05;0;0;0;-2.45882e-06;
5.99644e-05;0;0;0;-2.45833e-06;
5.99744e-05;0;0;0;-2.45784e-06;
5.99844e-05;0;0;0;-2.45735e-06;
5.99944e-05;0;0;0;-2.45686e-06;
6.00044e-05;0;0;0;-2.45637e-06;
6.00144e-05;0;0;0;-2.45587e-06;
6.00244e-05;0;0;0;-2.45538e-06;
6.00344e-05;0;0;0;-2.45489e-06;
6.00444e-05;0;0;0;-2.4544e-06;
6.00544e-05;0;0;0;-2.45391e-06;
6.00644e-05;0;0;0;-2.45342e-06;
6.00744e-05;0;0;0;-2.45293e-06;
6.00844e-05;0;0;0;-2.45244e-06;
6.00944e-05;0;0;0;-2.45195e-06;
6.01044e-05;0;0;0;-2.45146e-06;
6.01144e-05;0;0;0;-2.45097e-06;
6.01244e-05;0;0;0;-2.45048e-06;
6.01344e-05;0;0;0;-2.44999e-06;
6.01444e-05;0;0;0;-2.4495e-06;
6.01544e-05;0;0;0;-2.44901e-06;
6.01644e-05;0;0;0;-2.44852e-06;
6.01744e-05;0;0;0;-2.44803e-06;
6.01844e-05;0;0;0;-2.44754e-06;
6.01944e-05;0;0;0;-2.44705e-06;
6.02044e-05;0;0;0;-2.44656e-06;
6.02144e-05;0;0;0;-2.44607e-06;
6.02244e-05;0;0;0;-2.44558e-06;
6.02344e-05;0;0;0;-2.44509e-06;
6.02444e-05;0;0;0;-2.4446e-06;
6.02544e-05;0;0;0;-2.44411e-06;
6.02644e-05;0;0;0;-2.44362e-06;
6.02744e-05;0;0;0;-2.44313e-06;
6.02844e-05;0;0;0;-2.44264e-06;
6.02944e-05;0;0;0;-2.44215e-06;
6.03044e-05;0;0;0;-2.44167e-06;
6.03144e-05;0;0;0;-2.44118e-06;
6.03244e-05;0;0;0;-2.44069e-06;
6.03344e-05;0;0;0;-2.4402e-06;
6.03444e-05;0;0;0;-2.43971e-06;
6.03544e-05;0;0;0;-2.43922e-06;
6.03644e-05;0;0;0;-2.43874e-06;
6.03744e-05;0;0;0;-2.43825e-06;
6.03844e-05;0;0;0;-2.43776e-06;
6.03944e-05;0;0;0;-2.43727e-06;
6.04044e-05;0;0;0;-2.43679e-06;
6.04144e-05;0;0;0;-2.4363e-06;
6.04244e-05;0;0;0;-2.43581e-06;
6.04344e-05;0;0;0;-2.43532e-06;
6.04444e-05;0;0;0;-2.43484e-06;
6.04544e-05;0;0;0;-2.43435e-06;
6.04644e-05;0;0;0;-2.43386e-06;
6.04744e-05;0;0;0;-2.43338e-06;
6.04844e-05;0;0;0;-2.43289e-06;
6.04944e-05;0;0;0;-2.4324e-06;
6.05044e-05;0;0;0;-2.43192e-06;
6.05144e-05;0;0;0;-2.43143e-06;
6.05244e-05;0;0;0;-2.43094e-06;
6.05344e-05;0;0;0;-2.43046e-06;
6.05444e-05;0;0;0;-2.42997e-06;
6.05544e-05;0;0;0;-2.42948e-06;
6.05644e-05;0;0;0;-2.429e-06;
6.05744e-05;0;0;0;-2.42851e-06;
6.05844e-05;0;0;0;-2.42803e-06;
6.05944e-05;0;0;0;-2.42754e-06;
6.06044e-05;0;0;0;-2.42705e-06;
6.06144e-05;0;0;0;-2.42657e-06;
6.06244e-05;0;0;0;-2.42608e-06;
6.06344e-05;0;0;0;-2.4256e-06;
6.06444e-05;0;0;0;-2.42511e-06;
6.06544e-05;0;0;0;-2.42463e-06;
6.06644e-05;0;0;0;-2.42414e-06;
6.06744e-05;0;0;0;-2.42366e-06;
6.06844e-05;0;0;0;-2.42317e-06;
6.06944e-05;0;0;0;-2.42269e-06;
6.07044e-05;0;0;0;-2.4222e-06;
6.07144e-05;0;0;0;-2.42172e-06;
6.07244e-05;0;0;0;-2.42123e-06;
6.07344e-05;0;0;0;-2.42075e-06;
6.07444e-05;0;0;0;-2.42027e-06;
6.07544e-05;0;0;0;-2.41978e-06;
6.07644e-05;0;0;0;-2.4193e-06;
6.07744e-05;0;0;0;-2.41881e-06;
6.07844e-05;0;0;0;-2.41833e-06;
6.07944e-05;0;0;0;-2.41785e-06;
6.08044e-05;0;0;0;-2.41736e-06;
6.08144e-05;0;0;0;-2.41688e-06;
6.08244e-05;0;0;0;-2.41639e-06;
6.08344e-05;0;0;0;-2.41591e-06;
6.08444e-05;0;0;0;-2.41543e-06;
6.08544e-05;0;0;0;-2.41494e-06;
6.08644e-05;0;0;0;-2.41446e-06;
6.08744e-05;0;0;0;-2.41398e-06;
6.08844e-05;0;0;0;-2.4135e-06;
6.08944e-05;0;0;0;-2.41301e-06;
6.09044e-05;0;0;0;-2.41253e-06;
6.09144e-05;0;0;0;-2.41205e-06;
6.09244e-05;0;0;0;-2.41156e-06;
6.09344e-05;0;0;0;-2.41108e-06;
6.09444e-05;0;0;0;-2.4106e-06;
6.09544e-05;0;0;0;-2.41012e-06;
6.09644e-05;0;0;0;-2.40964e-06;
6.09744e-05;0;0;0;-2.40915e-06;
6.09844e-05;0;0;0;-2.40867e-06;
6.09944e-05;0;0;0;-2.40819e-06;
6.10044e-05;0;0;0;-2.40771e-06;
6.10144e-05;0;0;0;-2.40723e-06;
6.10244e-05;0;0;0;-2.40674e-06;
6.10344e-05;0;0;0;-2.40626e-06;
6.10444e-05;0;0;0;-2.40578e-06;
6.10544e-05;0;0;0;-2.4053e-06;
6.10644e-05;0;0;0;-2.40482e-06;
6.10744e-05;0;0;0;-2.40434e-06;
6.10844e-05;0;0;0;-2.40386e-06;
6.10944e-05;0;0;0;-2.40338e-06;
6.11044e-05;0;0;0;-2.4029e-06;
6.11144e-05;0;0;0;-2.40241e-06;
6.11244e-05;0;0;0;-2.40193e-06;
6.11344e-05;0;0;0;-2.40145e-06;
6.11444e-05;0;0;0;-2.40097e-06;
6.11544e-05;0;0;0;-2.40049e-06;
6.11644e-05;0;0;0;-2.40001e-06;
6.11744e-05;0;0;0;-2.39953e-06;
6.11844e-05;0;0;0;-2.39905e-06;
6.11944e-05;0;0;0;-2.39857e-06;
6.12044e-05;0;0;0;-2.39809e-06;
6.12144e-05;0;0;0;-2.39761e-06;
6.12244e-05;0;0;0;-2.39713e-06;
6.12344e-05;0;0;0;-2.39665e-06;
6.12444e-05;0;0;0;-2.39617e-06;
6.12544e-05;0;0;0;-2.39569e-06;
6.12644e-05;0;0;0;-2.39522e-06;
6.12744e-05;0;0;0;-2.39474e-06;
6.12844e-05;0;0;0;-2.39426e-06;
6.12944e-05;0;0;0;-2.39378e-06;
6.13044e-05;0;0;0;-2.3933e-06;
6.13144e-05;0;0;0;-2.39282e-06;
6.13244e-05;0;0;0;-2.39234e-06;
6.13344e-05;0;0;0;-2.39186e-06;
6.13444e-05;0;0;0;-2.39138e-06;
6.13544e-05;0;0;0;-2.39091e-06;
6.13644e-05;0;0;0;-2.39043e-06;
6.13744e-05;0;0;0;-2.38995e-06;
6.13844e-05;0;0;0;-2.38947e-06;
6.13944e-05;0;0;0;-2.38899e-06;
6.14044e-05;0;0;0;-2.38852e-06;
6.14144e-05;0;0;0;-2.38804e-06;
6.14244e-05;0;0;0;-2.38756e-06;
6.14344e-05;0;0;0;-2.38708e-06;
6.14444e-05;0;0;0;-2.3866e-06;
6.14544e-05;0;0;0;-2.38613e-06;
6.14644e-05;0;0;0;-2.38565e-06;
6.14744e-05;0;0;0;-2.38517e-06;
6.14844e-05;0;0;0;-2.3847e-06;
6.14944e-05;0;0;0;-2.38422e-06;
6.15044e-05;0;0;0;-2.38374e-06;
6.15144e-05;0;0;0;-2.38326e-06;
6.15244e-05;0;0;0;-2.38279e-06;
6.15344e-05;0;0;0;-2.38231e-06;
6.15444e-05;0;0;0;-2.38183e-06;
6.15544e-05;0;0;0;-2.38136e-06;
6.15644e-05;0;0;0;-2.38088e-06;
6.15744e-05;0;0;0;-2.3804e-06;
6.15844e-05;0;0;0;-2.37993e-06;
6.15944e-05;0;0;0;-2.37945e-06;
6.16044e-05;0;0;0;-2.37898e-06;
6.16144e-05;0;0;0;-2.3785e-06;
6.16244e-05;0;0;0;-2.37802e-06;
6.16344e-05;0;0;0;-2.37755e-06;
6.16444e-05;0;0;0;-2.37707e-06;
6.16544e-05;0;0;0;-2.3766e-06;
6.16644e-05;0;0;0;-2.37612e-06;
6.16744e-05;0;0;0;-2.37565e-06;
6.16844e-05;0;0;0;-2.37517e-06;
6.16944e-05;0;0;0;-2.3747e-06;
6.17044e-05;0;0;0;-2.37422e-06;
6.17144e-05;0;0;0;-2.37375e-06;
6.17244e-05;0;0;0;-2.37327e-06;
6.17344e-05;0;0;0;-2.3728e-06;
6.17444e-05;0;0;0;-2.37232e-06;
6.17544e-05;0;0;0;-2.37185e-06;
6.17644e-05;0;0;0;-2.37137e-06;
6.17744e-05;0;0;0;-2.3709e-06;
6.17844e-05;0;0;0;-2.37042e-06;
6.17944e-05;0;0;0;-2.36995e-06;
6.18044e-05;0;0;0;-2.36948e-06;
6.18144e-05;0;0;0;-2.369e-06;
6.18244e-05;0;0;0;-2.36853e-06;
6.18344e-05;0;0;0;-2.36805e-06;
6.18444e-05;0;0;0;-2.36758e-06;
6.18544e-05;0;0;0;-2.36711e-06;
6.18644e-05;0;0;0;-2.36663e-06;
6.18744e-05;0;0;0;-2.36616e-06;
6.18844e-05;0;0;0;-2.36569e-06;
6.18944e-05;0;0;0;-2.36521e-06;
6.19044e-05;0;0;0;-2.36474e-06;
6.19144e-05;0;0;0;-2.36427e-06;
6.19244e-05;0;0;0;-2.36379e-06;
6.19344e-05;0;0;0;-2.36332e-06;
6.19444e-05;0;0;0;-2.36285e-06;
6.19544e-05;0;0;0;-2.36238e-06;
6.19644e-05;0;0;0;-2.3619e-06;
6.19744e-05;0;0;0;-2.36143e-06;
6.19844e-05;0;0;0;-2.36096e-06;
6.19944e-05;0;0;0;-2.36049e-06;
6.20044e-05;0;0;0;-2.36001e-06;
6.20144e-05;0;0;0;-2.35954e-06;
6.20244e-05;0;0;0;-2.35907e-06;
6.20344e-05;0;0;0;-2.3586e-06;
6.20444e-05;0;0;0;-2.35813e-06;
6.20544e-05;0;0;0;-2.35765e-06;
6.20644e-05;0;0;0;-2.35718e-06;
6.20744e-05;0;0;0;-2.35671e-06;
6.20844e-05;0;0;0;-2.35624e-06;
6.20944e-05;0;0;0;-2.35577e-06;
6.21044e-05;0;0;0;-2.3553e-06;
6.21144e-05;0;0;0;-2.35482e-06;
6.21244e-05;0;0;0;-2.35435e-06;
6.21344e-05;0;0;0;-2.35388e-06;
6.21444e-05;0;0;0;-2.35341e-06;
6.21544e-05;0;0;0;-2.35294e-06;
6.21644e-05;0;0;0;-2.35247e-06;
6.21744e-05;0;0;0;-2.352e-06;
6.21844e-05;0;0;0;-2.35153e-06;
6.21944e-05;0;0;0;-2.35106e-06;
6.22044e-05;0;0;0;-2.35059e-06;
6.22144e-05;0;0;0;-2.35012e-06;
6.22244e-05;0;0;0;-2.34965e-06;
6.22344e-05;0;0;0;-2.34918e-06;
6.22444e-05;0;0;0;-2.34871e-06;
6.22544e-05;0;0;0;-2.34824e-06;
6.22644e-05;0;0;0;-2.34777e-06;
6.22744e-05;0;0;0;-2.3473e-06;
6.22844e-05;0;0;0;-2.34683e-06;
6.22944e-05;0;0;0;-2.34636e-06;
6.23044e-05;0;0;0;-2.34589e-06;
6.23144e-05;0;0;0;-2.34542e-06;
6.23244e-05;0;0;0;-2.34495e-06;
6.23344e-05;0;0;0;-2.34448e-06;
6.23444e-05;0;0;0;-2.34401e-06;
6.23544e-05;0;0;0;-2.34354e-06;
6.23644e-05;0;0;0;-2.34308e-06;
6.23744e-05;0;0;0;-2.34261e-06;
6.23844e-05;0;0;0;-2.34214e-06;
6.23944e-05;0;0;0;-2.34167e-06;
6.24044e-05;0;0;0;-2.3412e-06;
6.24144e-05;0;0;0;-2.34073e-06;
6.24244e-05;0;0;0;-2.34026e-06;
6.24344e-05;0;0;0;-2.3398e-06;
6.24444e-05;0;0;0;-2.33933e-06;
6.24544e-05;0;0;0;-2.33886e-06;
6.24644e-05;0;0;0;-2.33839e-06;
6.24744e-05;0;0;0;-2.33792e-06;
6.24844e-05;0;0;0;-2.33746e-06;
6.24944e-05;0;0;0;-2.33699e-06;
6.25044e-05;0;0;0;-2.33652e-06;
6.25144e-05;0;0;0;-2.33605e-06;
6.25244e-05;0;0;0;-2.33559e-06;
6.25344e-05;0;0;0;-2.33512e-06;
6.25444e-05;0;0;0;-2.33465e-06;
6.25544e-05;0;0;0;-2.33419e-06;
6.25644e-05;0;0;0;-2.33372e-06;
6.25744e-05;0;0;0;-2.33325e-06;
6.25844e-05;0;0;0;-2.33278e-06;
6.25944e-05;0;0;0;-2.33232e-06;
6.26044e-05;0;0;0;-2.33185e-06;
6.26144e-05;0;0;0;-2.33138e-06;
